통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202504,서울특별시,종로구,심한 장애,남자,1221
202504,서울특별시,종로구,심한 장애,여자,821
202504,서울특별시,종로구,심하지 않은 장애,남자,1978
202504,서울특별시,종로구,심하지 않은 장애,여자,1552
202504,서울특별시,중구,심한 장애,남자,1082
202504,서울특별시,중구,심한 장애,여자,732
202504,서울특별시,중구,심하지 않은 장애,남자,1874
202504,서울특별시,중구,심하지 않은 장애,여자,1534
202504,서울특별시,용산구,심한 장애,남자,1480
202504,서울특별시,용산구,심한 장애,여자,937
202504,서울특별시,용산구,심하지 않은 장애,남자,2506
202504,서울특별시,용산구,심하지 않은 장애,여자,1879
202504,서울특별시,성동구,심한 장애,남자,2210
202504,서울특별시,성동구,심한 장애,여자,1424
202504,서울특별시,성동구,심하지 않은 장애,남자,3954
202504,서울특별시,성동구,심하지 않은 장애,여자,3092
202504,서울특별시,광진구,심한 장애,남자,2454
202504,서울특별시,광진구,심한 장애,여자,1676
202504,서울특별시,광진구,심하지 않은 장애,남자,4454
202504,서울특별시,광진구,심하지 않은 장애,여자,3401
202504,서울특별시,동대문구,심한 장애,남자,3072
202504,서울특별시,동대문구,심한 장애,여자,1984
202504,서울특별시,동대문구,심하지 않은 장애,남자,5640
202504,서울특별시,동대문구,심하지 않은 장애,여자,4421
202504,서울특별시,중랑구,심한 장애,남자,4401
202504,서울특별시,중랑구,심한 장애,여자,2932
202504,서울특별시,중랑구,심하지 않은 장애,남자,7218
202504,서울특별시,중랑구,심하지 않은 장애,여자,5449
202504,서울특별시,성북구,심한 장애,남자,3481
202504,서울특별시,성북구,심한 장애,여자,2358
202504,서울특별시,성북구,심하지 않은 장애,남자,6133
202504,서울특별시,성북구,심하지 않은 장애,여자,4881
202504,서울특별시,강북구,심한 장애,남자,3560
202504,서울특별시,강북구,심한 장애,여자,2582
202504,서울특별시,강북구,심하지 않은 장애,남자,5826
202504,서울특별시,강북구,심하지 않은 장애,여자,4736
202504,서울특별시,도봉구,심한 장애,남자,3187
202504,서울특별시,도봉구,심한 장애,여자,2154
202504,서울특별시,도봉구,심하지 않은 장애,남자,5529
202504,서울특별시,도봉구,심하지 않은 장애,여자,4206
202504,서울특별시,노원구,심한 장애,남자,6328
