통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202505,서울특별시,종로구,지체,남자,1242
202505,서울특별시,종로구,지체,여자,1028
202505,서울특별시,종로구,시각,남자,406
202505,서울특별시,종로구,시각,여자,238
202505,서울특별시,종로구,청각,남자,541
202505,서울특별시,종로구,청각,여자,410
202505,서울특별시,종로구,언어,남자,28
202505,서울특별시,종로구,언어,여자,15
202505,서울특별시,종로구,지적,남자,217
202505,서울특별시,종로구,지적,여자,155
202505,서울특별시,종로구,뇌병변,남자,300
202505,서울특별시,종로구,뇌병변,여자,217
202505,서울특별시,종로구,자폐성,남자,101
202505,서울특별시,종로구,자폐성,여자,28
202505,서울특별시,종로구,정신,남자,118
202505,서울특별시,종로구,정신,여자,118
202505,서울특별시,종로구,신장,남자,164
202505,서울특별시,종로구,신장,여자,113
202505,서울특별시,종로구,심장,남자,6
202505,서울특별시,종로구,심장,여자,6
202505,서울특별시,종로구,호흡기,남자,17
202505,서울특별시,종로구,호흡기,여자,7
202505,서울특별시,종로구,간,남자,27
202505,서울특별시,종로구,간,여자,12
202505,서울특별시,종로구,안면,남자,3
202505,서울특별시,종로구,안면,여자,4
202505,서울특별시,종로구,장루.요루,남자,25
202505,서울특별시,종로구,장루.요루,여자,13
202505,서울특별시,종로구,뇌전증,남자,6
202505,서울특별시,종로구,뇌전증,여자,7
202505,서울특별시,중구,지체,남자,1193
202505,서울특별시,중구,지체,여자,994
202505,서울특별시,중구,시각,남자,380
202505,서울특별시,중구,시각,여자,244
202505,서울특별시,중구,청각,남자,463
202505,서울특별시,중구,청각,여자,422
202505,서울특별시,중구,언어,남자,19
202505,서울특별시,중구,언어,여자,9
202505,서울특별시,중구,지적,남자,176
202505,서울특별시,중구,지적,여자,117
202505,서울특별시,중구,뇌병변,남자,300
202505,서울특별시,중구,뇌병변,여자,191
202505,서울특별시,중구,자폐성,남자,72
202505,서울특별시,중구,자폐성,여자,19
202505,서울특별시,중구,정신,남자,116
202505,서울특별시,중구,정신,여자,90
202505,서울특별시,중구,신장,남자,137
202505,서울특별시,중구,신장,여자,111
202505,서울특별시,중구,심장,남자,8
202505,서울특별시,중구,심장,여자,7
202505,서울특별시,중구,호흡기,남자,24
202505,서울특별시,중구,호흡기,여자,4
202505,서울특별시,중구,간,남자,26
202505,서울특별시,중구,간,여자,12
202505,서울특별시,중구,안면,남자,2
202505,서울특별시,중구,안면,여자,6
202505,서울특별시,중구,장루.요루,남자,25
202505,서울특별시,중구,장루.요루,여자,13
202505,서울특별시,중구,뇌전증,남자,8
202505,서울특별시,중구,뇌전증,여자,7
202505,서울특별시,용산구,지체,남자,1483
202505,서울특별시,용산구,지체,여자,1193
202505,서울특별시,용산구,시각,남자,489
202505,서울특별시,용산구,시각,여자,319
202505,서울특별시,용산구,청각,남자,613
202505,서울특별시,용산구,청각,여자,495
202505,서울특별시,용산구,언어,남자,37
202505,서울특별시,용산구,언어,여자,17
202505,서울특별시,용산구,지적,남자,311
202505,서울특별시,용산구,지적,여자,201
202505,서울특별시,용산구,뇌병변,남자,416
202505,서울특별시,용산구,뇌병변,여자,251
202505,서울특별시,용산구,자폐성,남자,130
202505,서울특별시,용산구,자폐성,여자,27
202505,서울특별시,용산구,정신,남자,136
202505,서울특별시,용산구,정신,여자,110
202505,서울특별시,용산구,신장,남자,231
202505,서울특별시,용산구,신장,여자,126
202505,서울특별시,용산구,심장,남자,9
202505,서울특별시,용산구,심장,여자,5
202505,서울특별시,용산구,호흡기,남자,30
202505,서울특별시,용산구,호흡기,여자,11
202505,서울특별시,용산구,간,남자,47
202505,서울특별시,용산구,간,여자,14
202505,서울특별시,용산구,안면,남자,4
202505,서울특별시,용산구,장루.요루,남자,35
202505,서울특별시,용산구,장루.요루,여자,28
202505,서울특별시,용산구,뇌전증,남자,7
202505,서울특별시,용산구,뇌전증,여자,7
202505,서울특별시,성동구,지체,남자,2524
202505,서울특별시,성동구,지체,여자,1959
202505,서울특별시,성동구,시각,남자,615
202505,서울특별시,성동구,시각,여자,468
202505,서울특별시,성동구,청각,남자,984
202505,서울특별시,성동구,청각,여자,804
202505,서울특별시,성동구,언어,남자,66
202505,서울특별시,성동구,언어,여자,19
202505,서울특별시,성동구,지적,남자,417
202505,서울특별시,성동구,지적,여자,283
202505,서울특별시,성동구,뇌병변,남자,599
202505,서울특별시,성동구,뇌병변,여자,418
202505,서울특별시,성동구,자폐성,남자,245
202505,서울특별시,성동구,자폐성,여자,37
202505,서울특별시,성동구,정신,남자,202
202505,서울특별시,성동구,정신,여자,188
202505,서울특별시,성동구,신장,남자,299
202505,서울특별시,성동구,신장,여자,203
202505,서울특별시,성동구,심장,남자,15
202505,서울특별시,성동구,심장,여자,12
202505,서울특별시,성동구,호흡기,남자,47
202505,서울특별시,성동구,호흡기,여자,18
202505,서울특별시,성동구,간,남자,56
202505,서울특별시,성동구,간,여자,28
202505,서울특별시,성동구,안면,남자,6
202505,서울특별시,성동구,안면,여자,4
202505,서울특별시,성동구,장루.요루,남자,58
202505,서울특별시,성동구,장루.요루,여자,38
202505,서울특별시,성동구,뇌전증,남자,17
202505,서울특별시,성동구,뇌전증,여자,16
202505,서울특별시,광진구,지체,남자,2764
202505,서울특별시,광진구,지체,여자,2239
202505,서울특별시,광진구,시각,남자,788
202505,서울특별시,광진구,시각,여자,510
202505,서울특별시,광진구,청각,남자,1133
202505,서울특별시,광진구,청각,여자,842
202505,서울특별시,광진구,언어,남자,65
202505,서울특별시,광진구,언어,여자,28
202505,서울특별시,광진구,지적,남자,477
202505,서울특별시,광진구,지적,여자,336
202505,서울특별시,광진구,뇌병변,남자,623
202505,서울특별시,광진구,뇌병변,여자,464
202505,서울특별시,광진구,자폐성,남자,213
202505,서울특별시,광진구,자폐성,여자,39
202505,서울특별시,광진구,정신,남자,255
202505,서울특별시,광진구,정신,여자,247
202505,서울특별시,광진구,신장,남자,364
202505,서울특별시,광진구,신장,여자,271
202505,서울특별시,광진구,심장,남자,21
202505,서울특별시,광진구,심장,여자,11
202505,서울특별시,광진구,호흡기,남자,36
202505,서울특별시,광진구,호흡기,여자,9
202505,서울특별시,광진구,간,남자,47
202505,서울특별시,광진구,간,여자,23
202505,서울특별시,광진구,안면,남자,7
202505,서울특별시,광진구,안면,여자,4
202505,서울특별시,광진구,장루.요루,남자,79
202505,서울특별시,광진구,장루.요루,여자,34
202505,서울특별시,광진구,뇌전증,남자,25
202505,서울특별시,광진구,뇌전증,여자,20
202505,서울특별시,동대문구,지체,남자,3636
202505,서울특별시,동대문구,지체,여자,2914
202505,서울특별시,동대문구,시각,남자,893
202505,서울특별시,동대문구,시각,여자,563
202505,서울특별시,동대문구,청각,남자,1410
202505,서울특별시,동대문구,청각,여자,1166
202505,서울특별시,동대문구,언어,남자,90
202505,서울특별시,동대문구,언어,여자,36
202505,서울특별시,동대문구,지적,남자,585
202505,서울특별시,동대문구,지적,여자,347
202505,서울특별시,동대문구,뇌병변,남자,842
202505,서울특별시,동대문구,뇌병변,여자,564
202505,서울특별시,동대문구,자폐성,남자,220
202505,서울특별시,동대문구,자폐성,여자,48
202505,서울특별시,동대문구,정신,남자,324
202505,서울특별시,동대문구,정신,여자,292
202505,서울특별시,동대문구,신장,남자,433
202505,서울특별시,동대문구,신장,여자,303
202505,서울특별시,동대문구,심장,남자,18
202505,서울특별시,동대문구,심장,여자,12
202505,서울특별시,동대문구,호흡기,남자,53
202505,서울특별시,동대문구,호흡기,여자,17
202505,서울특별시,동대문구,간,남자,86
202505,서울특별시,동대문구,간,여자,42
202505,서울특별시,동대문구,안면,남자,9
202505,서울특별시,동대문구,안면,여자,8
202505,서울특별시,동대문구,장루.요루,남자,78
202505,서울특별시,동대문구,장루.요루,여자,47
202505,서울특별시,동대문구,뇌전증,남자,19
202505,서울특별시,동대문구,뇌전증,여자,17
202505,서울특별시,중랑구,지체,남자,4954
202505,서울특별시,중랑구,지체,여자,3849
202505,서울특별시,중랑구,시각,남자,1246
202505,서울특별시,중랑구,시각,여자,837
202505,서울특별시,중랑구,청각,남자,1573
202505,서울특별시,중랑구,청각,여자,1193
202505,서울특별시,중랑구,언어,남자,125
202505,서울특별시,중랑구,언어,여자,51
202505,서울특별시,중랑구,지적,남자,845
202505,서울특별시,중랑구,지적,여자,535
202505,서울특별시,중랑구,뇌병변,남자,1185
202505,서울특별시,중랑구,뇌병변,여자,793
202505,서울특별시,중랑구,자폐성,남자,283
202505,서울특별시,중랑구,자폐성,여자,57
202505,서울특별시,중랑구,정신,남자,437
202505,서울특별시,중랑구,정신,여자,454
202505,서울특별시,중랑구,신장,남자,611
202505,서울특별시,중랑구,신장,여자,416
202505,서울특별시,중랑구,심장,남자,26
202505,서울특별시,중랑구,심장,여자,15
202505,서울특별시,중랑구,호흡기,남자,103
202505,서울특별시,중랑구,호흡기,여자,26
202505,서울특별시,중랑구,간,남자,67
202505,서울특별시,중랑구,간,여자,45
202505,서울특별시,중랑구,안면,남자,6
202505,서울특별시,중랑구,안면,여자,11
202505,서울특별시,중랑구,장루.요루,남자,104
202505,서울특별시,중랑구,장루.요루,여자,59
202505,서울특별시,중랑구,뇌전증,남자,30
202505,서울특별시,중랑구,뇌전증,여자,38
202505,서울특별시,성북구,지체,남자,3848
202505,서울특별시,성북구,지체,여자,3182
202505,서울특별시,성북구,시각,남자,1095
202505,서울특별시,성북구,시각,여자,725
202505,서울특별시,성북구,청각,남자,1477
202505,서울특별시,성북구,청각,여자,1219
202505,서울특별시,성북구,언어,남자,124
202505,서울특별시,성북구,언어,여자,46
202505,서울특별시,성북구,지적,남자,723
202505,서울특별시,성북구,지적,여자,444
202505,서울특별시,성북구,뇌병변,남자,938
202505,서울특별시,성북구,뇌병변,여자,702
202505,서울특별시,성북구,자폐성,남자,299
202505,서울특별시,성북구,자폐성,여자,57
202505,서울특별시,성북구,정신,남자,311
202505,서울특별시,성북구,정신,여자,304
202505,서울특별시,성북구,신장,남자,512
202505,서울특별시,성북구,신장,여자,386
202505,서울특별시,성북구,심장,남자,21
202505,서울특별시,성북구,심장,여자,9
202505,서울특별시,성북구,호흡기,남자,64
202505,서울특별시,성북구,호흡기,여자,24
