통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202409,서울특별시,종로구,지체,심한 장애,431
202409,서울특별시,종로구,시각,심한 장애,168
202409,서울특별시,종로구,청각,심한 장애,184
202409,서울특별시,종로구,언어,심한 장애,19
202409,서울특별시,종로구,지적,심한 장애,382
202409,서울특별시,종로구,뇌병변,심한 장애,280
202409,서울특별시,종로구,자폐성,심한 장애,122
202409,서울특별시,종로구,정신,심한 장애,239
202409,서울특별시,종로구,신장,심한 장애,201
202409,서울특별시,종로구,심장,심한 장애,9
202409,서울특별시,종로구,호흡기,심한 장애,25
202409,서울특별시,종로구,간,심한 장애,1
202409,서울특별시,종로구,안면,심한 장애,4
202409,서울특별시,종로구,장루.요루,심한 장애,2
202409,서울특별시,종로구,뇌전증,심한 장애,4
202409,서울특별시,종로구,지체,심하지 않은 장애,1871
202409,서울특별시,종로구,시각,심하지 않은 장애,485
202409,서울특별시,종로구,청각,심하지 않은 장애,767
202409,서울특별시,종로구,언어,심하지 않은 장애,23
202409,서울특별시,종로구,뇌병변,심하지 않은 장애,249
202409,서울특별시,종로구,정신,심하지 않은 장애,7
202409,서울특별시,종로구,신장,심하지 않은 장애,67
202409,서울특별시,종로구,심장,심하지 않은 장애,6
202409,서울특별시,종로구,간,심하지 않은 장애,40
202409,서울특별시,종로구,안면,심하지 않은 장애,4
202409,서울특별시,종로구,장루.요루,심하지 않은 장애,34
202409,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202409,서울특별시,중구,지체,심한 장애,416
202409,서울특별시,중구,시각,심한 장애,171
202409,서울특별시,중구,청각,심한 장애,181
202409,서울특별시,중구,언어,심한 장애,17
202409,서울특별시,중구,지적,심한 장애,305
202409,서울특별시,중구,뇌병변,심한 장애,255
202409,서울특별시,중구,자폐성,심한 장애,89
202409,서울특별시,중구,정신,심한 장애,211
202409,서울특별시,중구,신장,심한 장애,178
202409,서울특별시,중구,심장,심한 장애,14
202409,서울특별시,중구,호흡기,심한 장애,30
202409,서울특별시,중구,간,심한 장애,1
202409,서울특별시,중구,안면,심한 장애,6
202409,서울특별시,중구,장루.요루,심한 장애,4
202409,서울특별시,중구,뇌전증,심한 장애,4
202409,서울특별시,중구,지체,심하지 않은 장애,1863
202409,서울특별시,중구,시각,심하지 않은 장애,468
202409,서울특별시,중구,청각,심하지 않은 장애,724
202409,서울특별시,중구,언어,심하지 않은 장애,11
202409,서울특별시,중구,뇌병변,심하지 않은 장애,258
202409,서울특별시,중구,정신,심하지 않은 장애,3
202409,서울특별시,중구,신장,심하지 않은 장애,69
202409,서울특별시,중구,심장,심하지 않은 장애,2
202409,서울특별시,중구,호흡기,심하지 않은 장애,1
202409,서울특별시,중구,간,심하지 않은 장애,34
202409,서울특별시,중구,안면,심하지 않은 장애,2
202409,서울특별시,중구,장루.요루,심하지 않은 장애,36
202409,서울특별시,중구,뇌전증,심하지 않은 장애,11
