통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202401,서울특별시,종로구,지체,심한 장애,430
202401,서울특별시,종로구,시각,심한 장애,182
202401,서울특별시,종로구,청각,심한 장애,182
202401,서울특별시,종로구,언어,심한 장애,21
202401,서울특별시,종로구,지적,심한 장애,384
202401,서울특별시,종로구,뇌병변,심한 장애,285
202401,서울특별시,종로구,자폐성,심한 장애,119
202401,서울특별시,종로구,정신,심한 장애,240
202401,서울특별시,종로구,신장,심한 장애,202
202401,서울특별시,종로구,심장,심한 장애,8
202401,서울특별시,종로구,호흡기,심한 장애,25
202401,서울특별시,종로구,간,심한 장애,2
202401,서울특별시,종로구,안면,심한 장애,3
202401,서울특별시,종로구,장루.요루,심한 장애,3
202401,서울특별시,종로구,뇌전증,심한 장애,5
202401,서울특별시,종로구,지체,심하지 않은 장애,1915
202401,서울특별시,종로구,시각,심하지 않은 장애,481
202401,서울특별시,종로구,청각,심하지 않은 장애,768
202401,서울특별시,종로구,언어,심하지 않은 장애,25
202401,서울특별시,종로구,뇌병변,심하지 않은 장애,245
202401,서울특별시,종로구,정신,심하지 않은 장애,4
202401,서울특별시,종로구,신장,심하지 않은 장애,64
202401,서울특별시,종로구,심장,심하지 않은 장애,6
202401,서울특별시,종로구,호흡기,심하지 않은 장애,1
202401,서울특별시,종로구,간,심하지 않은 장애,42
202401,서울특별시,종로구,안면,심하지 않은 장애,4
202401,서울특별시,종로구,장루.요루,심하지 않은 장애,32
202401,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202401,서울특별시,중구,지체,심한 장애,423
202401,서울특별시,중구,시각,심한 장애,172
202401,서울특별시,중구,청각,심한 장애,184
202401,서울특별시,중구,언어,심한 장애,17
202401,서울특별시,중구,지적,심한 장애,305
202401,서울특별시,중구,뇌병변,심한 장애,265
202401,서울특별시,중구,자폐성,심한 장애,85
202401,서울특별시,중구,정신,심한 장애,210
202401,서울특별시,중구,신장,심한 장애,173
202401,서울특별시,중구,심장,심한 장애,14
202401,서울특별시,중구,호흡기,심한 장애,30
202401,서울특별시,중구,간,심한 장애,1
202401,서울특별시,중구,안면,심한 장애,6
202401,서울특별시,중구,장루.요루,심한 장애,4
202401,서울특별시,중구,뇌전증,심한 장애,5
202401,서울특별시,중구,지체,심하지 않은 장애,1894
202401,서울특별시,중구,시각,심하지 않은 장애,478
202401,서울특별시,중구,청각,심하지 않은 장애,726
202401,서울특별시,중구,언어,심하지 않은 장애,12
202401,서울특별시,중구,뇌병변,심하지 않은 장애,258
202401,서울특별시,중구,정신,심하지 않은 장애,2
202401,서울특별시,중구,신장,심하지 않은 장애,66
202401,서울특별시,중구,심장,심하지 않은 장애,1
202401,서울특별시,중구,호흡기,심하지 않은 장애,2
202401,서울특별시,중구,간,심하지 않은 장애,34
202401,서울특별시,중구,안면,심하지 않은 장애,2
202401,서울특별시,중구,장루.요루,심하지 않은 장애,40
202401,서울특별시,중구,뇌전증,심하지 않은 장애,12
202401,서울특별시,용산구,지체,심한 장애,509
202401,서울특별시,용산구,시각,심한 장애,173
202401,서울특별시,용산구,청각,심한 장애,240
202401,서울특별시,용산구,언어,심한 장애,33
202401,서울특별시,용산구,지적,심한 장애,529
202401,서울특별시,용산구,뇌병변,심한 장애,353
202401,서울특별시,용산구,자폐성,심한 장애,150
202401,서울특별시,용산구,정신,심한 장애,251
202401,서울특별시,용산구,신장,심한 장애,268
202401,서울특별시,용산구,심장,심한 장애,11
202401,서울특별시,용산구,호흡기,심한 장애,49
202401,서울특별시,용산구,간,심한 장애,2
202401,서울특별시,용산구,안면,심한 장애,1
202401,서울특별시,용산구,장루.요루,심한 장애,4
202401,서울특별시,용산구,뇌전증,심한 장애,4
202401,서울특별시,용산구,지체,심하지 않은 장애,2437
202401,서울특별시,용산구,시각,심하지 않은 장애,696
202401,서울특별시,용산구,청각,심하지 않은 장애,934
202401,서울특별시,용산구,언어,심하지 않은 장애,18
202401,서울특별시,용산구,뇌병변,심하지 않은 장애,339
202401,서울특별시,용산구,정신,심하지 않은 장애,7
202401,서울특별시,용산구,신장,심하지 않은 장애,94
202401,서울특별시,용산구,심장,심하지 않은 장애,5
202401,서울특별시,용산구,호흡기,심하지 않은 장애,2
202401,서울특별시,용산구,간,심하지 않은 장애,66
202401,서울특별시,용산구,안면,심하지 않은 장애,3
202401,서울특별시,용산구,장루.요루,심하지 않은 장애,55
202401,서울특별시,용산구,뇌전증,심하지 않은 장애,14
202401,서울특별시,성동구,지체,심한 장애,765
202401,서울특별시,성동구,시각,심한 장애,184
202401,서울특별시,성동구,청각,심한 장애,315
202401,서울특별시,성동구,언어,심한 장애,38
202401,서울특별시,성동구,지적,심한 장애,706
202401,서울특별시,성동구,뇌병변,심한 장애,543
202401,서울특별시,성동구,자폐성,심한 장애,248
202401,서울특별시,성동구,정신,심한 장애,394
202401,서울특별시,성동구,신장,심한 장애,376
202401,서울특별시,성동구,심장,심한 장애,26
202401,서울특별시,성동구,호흡기,심한 장애,75
202401,서울특별시,성동구,간,심한 장애,2
202401,서울특별시,성동구,안면,심한 장애,6
202401,서울특별시,성동구,장루.요루,심한 장애,7
202401,서울특별시,성동구,뇌전증,심한 장애,9
202401,서울특별시,성동구,지체,심하지 않은 장애,3935
202401,서울특별시,성동구,시각,심하지 않은 장애,916
202401,서울특별시,성동구,청각,심하지 않은 장애,1452
202401,서울특별시,성동구,언어,심하지 않은 장애,48
202401,서울특별시,성동구,뇌병변,심하지 않은 장애,500
202401,서울특별시,성동구,정신,심하지 않은 장애,4
202401,서울특별시,성동구,신장,심하지 않은 장애,125
202401,서울특별시,성동구,심장,심하지 않은 장애,4
202401,서울특별시,성동구,호흡기,심하지 않은 장애,2
202401,서울특별시,성동구,간,심하지 않은 장애,87
202401,서울특별시,성동구,안면,심하지 않은 장애,5
202401,서울특별시,성동구,장루.요루,심하지 않은 장애,92
202401,서울특별시,성동구,뇌전증,심하지 않은 장애,30
202401,서울특별시,광진구,지체,심한 장애,886
202401,서울특별시,광진구,시각,심한 장애,229
202401,서울특별시,광진구,청각,심한 장애,324
202401,서울특별시,광진구,언어,심한 장애,46
202401,서울특별시,광진구,지적,심한 장애,831
202401,서울특별시,광진구,뇌병변,심한 장애,607
202401,서울특별시,광진구,자폐성,심한 장애,231
202401,서울특별시,광진구,정신,심한 장애,502
202401,서울특별시,광진구,신장,심한 장애,475
202401,서울특별시,광진구,심장,심한 장애,23
202401,서울특별시,광진구,호흡기,심한 장애,59
202401,서울특별시,광진구,간,심한 장애,3
202401,서울특별시,광진구,안면,심한 장애,6
202401,서울특별시,광진구,장루.요루,심한 장애,13
202401,서울특별시,광진구,뇌전증,심한 장애,13
202401,서울특별시,광진구,지체,심하지 않은 장애,4283
202401,서울특별시,광진구,시각,심하지 않은 장애,1059
202401,서울특별시,광진구,청각,심하지 않은 장애,1566
202401,서울특별시,광진구,언어,심하지 않은 장애,44
202401,서울특별시,광진구,뇌병변,심하지 않은 장애,518
202401,서울특별시,광진구,정신,심하지 않은 장애,9
