통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202402,서울특별시,종로구,지체,심한 장애,429
202402,서울특별시,종로구,시각,심한 장애,180
202402,서울특별시,종로구,청각,심한 장애,181
202402,서울특별시,종로구,언어,심한 장애,21
202402,서울특별시,종로구,지적,심한 장애,383
202402,서울특별시,종로구,뇌병변,심한 장애,286
202402,서울특별시,종로구,자폐성,심한 장애,120
202402,서울특별시,종로구,정신,심한 장애,236
202402,서울특별시,종로구,신장,심한 장애,202
202402,서울특별시,종로구,심장,심한 장애,8
202402,서울특별시,종로구,호흡기,심한 장애,25
202402,서울특별시,종로구,간,심한 장애,2
202402,서울특별시,종로구,안면,심한 장애,4
202402,서울특별시,종로구,장루.요루,심한 장애,3
202402,서울특별시,종로구,뇌전증,심한 장애,5
202402,서울특별시,종로구,지체,심하지 않은 장애,1924
202402,서울특별시,종로구,시각,심하지 않은 장애,482
202402,서울특별시,종로구,청각,심하지 않은 장애,767
202402,서울특별시,종로구,언어,심하지 않은 장애,25
202402,서울특별시,종로구,뇌병변,심하지 않은 장애,246
202402,서울특별시,종로구,정신,심하지 않은 장애,4
202402,서울특별시,종로구,신장,심하지 않은 장애,65
202402,서울특별시,종로구,심장,심하지 않은 장애,6
202402,서울특별시,종로구,호흡기,심하지 않은 장애,1
202402,서울특별시,종로구,간,심하지 않은 장애,42
202402,서울특별시,종로구,안면,심하지 않은 장애,4
202402,서울특별시,종로구,장루.요루,심하지 않은 장애,31
202402,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202402,서울특별시,중구,지체,심한 장애,422
202402,서울특별시,중구,시각,심한 장애,172
202402,서울특별시,중구,청각,심한 장애,184
202402,서울특별시,중구,언어,심한 장애,17
202402,서울특별시,중구,지적,심한 장애,307
202402,서울특별시,중구,뇌병변,심한 장애,264
202402,서울특별시,중구,자폐성,심한 장애,88
202402,서울특별시,중구,정신,심한 장애,208
202402,서울특별시,중구,신장,심한 장애,176
202402,서울특별시,중구,심장,심한 장애,14
202402,서울특별시,중구,호흡기,심한 장애,31
202402,서울특별시,중구,간,심한 장애,1
202402,서울특별시,중구,안면,심한 장애,6
202402,서울특별시,중구,장루.요루,심한 장애,4
202402,서울특별시,중구,뇌전증,심한 장애,5
202402,서울특별시,중구,지체,심하지 않은 장애,1895
202402,서울특별시,중구,시각,심하지 않은 장애,477
202402,서울특별시,중구,청각,심하지 않은 장애,717
202402,서울특별시,중구,언어,심하지 않은 장애,11
202402,서울특별시,중구,뇌병변,심하지 않은 장애,257
202402,서울특별시,중구,정신,심하지 않은 장애,2
202402,서울특별시,중구,신장,심하지 않은 장애,66
202402,서울특별시,중구,심장,심하지 않은 장애,2
202402,서울특별시,중구,호흡기,심하지 않은 장애,2
202402,서울특별시,중구,간,심하지 않은 장애,34
202402,서울특별시,중구,안면,심하지 않은 장애,2
202402,서울특별시,중구,장루.요루,심하지 않은 장애,37
202402,서울특별시,중구,뇌전증,심하지 않은 장애,12
202402,서울특별시,용산구,지체,심한 장애,504
202402,서울특별시,용산구,시각,심한 장애,174
202402,서울특별시,용산구,청각,심한 장애,239
202402,서울특별시,용산구,언어,심한 장애,33
202402,서울특별시,용산구,지적,심한 장애,529
202402,서울특별시,용산구,뇌병변,심한 장애,350
202402,서울특별시,용산구,자폐성,심한 장애,149
202402,서울특별시,용산구,정신,심한 장애,252
202402,서울특별시,용산구,신장,심한 장애,265
202402,서울특별시,용산구,심장,심한 장애,10
202402,서울특별시,용산구,호흡기,심한 장애,49
202402,서울특별시,용산구,간,심한 장애,2
202402,서울특별시,용산구,안면,심한 장애,1
202402,서울특별시,용산구,장루.요루,심한 장애,4
202402,서울특별시,용산구,뇌전증,심한 장애,4
202402,서울특별시,용산구,지체,심하지 않은 장애,2427
202402,서울특별시,용산구,시각,심하지 않은 장애,689
202402,서울특별시,용산구,청각,심하지 않은 장애,934
202402,서울특별시,용산구,언어,심하지 않은 장애,19
202402,서울특별시,용산구,뇌병변,심하지 않은 장애,346
202402,서울특별시,용산구,정신,심하지 않은 장애,7
202402,서울특별시,용산구,신장,심하지 않은 장애,94
202402,서울특별시,용산구,심장,심하지 않은 장애,4
202402,서울특별시,용산구,호흡기,심하지 않은 장애,2
202402,서울특별시,용산구,간,심하지 않은 장애,68
202402,서울특별시,용산구,안면,심하지 않은 장애,2
202402,서울특별시,용산구,장루.요루,심하지 않은 장애,54
202402,서울특별시,용산구,뇌전증,심하지 않은 장애,13
202402,서울특별시,성동구,지체,심한 장애,765
202402,서울특별시,성동구,시각,심한 장애,185
202402,서울특별시,성동구,청각,심한 장애,315
202402,서울특별시,성동구,언어,심한 장애,38
202402,서울특별시,성동구,지적,심한 장애,705
202402,서울특별시,성동구,뇌병변,심한 장애,543
202402,서울특별시,성동구,자폐성,심한 장애,249
202402,서울특별시,성동구,정신,심한 장애,394
202402,서울특별시,성동구,신장,심한 장애,378
202402,서울특별시,성동구,심장,심한 장애,26
202402,서울특별시,성동구,호흡기,심한 장애,74
202402,서울특별시,성동구,간,심한 장애,2
202402,서울특별시,성동구,안면,심한 장애,6
202402,서울특별시,성동구,장루.요루,심한 장애,7
202402,서울특별시,성동구,뇌전증,심한 장애,10
202402,서울특별시,성동구,지체,심하지 않은 장애,3929
202402,서울특별시,성동구,시각,심하지 않은 장애,917
202402,서울특별시,성동구,청각,심하지 않은 장애,1462
202402,서울특별시,성동구,언어,심하지 않은 장애,47
202402,서울특별시,성동구,뇌병변,심하지 않은 장애,501
