통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202412,서울특별시,종로구,지체,심한 장애,434
202412,서울특별시,종로구,시각,심한 장애,168
202412,서울특별시,종로구,청각,심한 장애,179
202412,서울특별시,종로구,언어,심한 장애,18
202412,서울특별시,종로구,지적,심한 장애,381
202412,서울특별시,종로구,뇌병변,심한 장애,275
202412,서울특별시,종로구,자폐성,심한 장애,121
202412,서울특별시,종로구,정신,심한 장애,246
202412,서울특별시,종로구,신장,심한 장애,200
202412,서울특별시,종로구,심장,심한 장애,8
202412,서울특별시,종로구,호흡기,심한 장애,26
202412,서울특별시,종로구,간,심한 장애,1
202412,서울특별시,종로구,안면,심한 장애,4
202412,서울특별시,종로구,장루.요루,심한 장애,2
202412,서울특별시,종로구,뇌전증,심한 장애,4
202412,서울특별시,종로구,지체,심하지 않은 장애,1863
202412,서울특별시,종로구,시각,심하지 않은 장애,484
202412,서울특별시,종로구,청각,심하지 않은 장애,768
202412,서울특별시,종로구,언어,심하지 않은 장애,23
202412,서울특별시,종로구,뇌병변,심하지 않은 장애,250
202412,서울특별시,종로구,정신,심하지 않은 장애,7
202412,서울특별시,종로구,신장,심하지 않은 장애,70
202412,서울특별시,종로구,심장,심하지 않은 장애,5
202412,서울특별시,종로구,간,심하지 않은 장애,37
202412,서울특별시,종로구,안면,심하지 않은 장애,4
202412,서울특별시,종로구,장루.요루,심하지 않은 장애,34
202412,서울특별시,종로구,뇌전증,심하지 않은 장애,10
202412,서울특별시,중구,지체,심한 장애,404
202412,서울특별시,중구,시각,심한 장애,166
202412,서울특별시,중구,청각,심한 장애,180
202412,서울특별시,중구,언어,심한 장애,17
202412,서울특별시,중구,지적,심한 장애,304
202412,서울특별시,중구,뇌병변,심한 장애,252
202412,서울특별시,중구,자폐성,심한 장애,91
202412,서울특별시,중구,정신,심한 장애,209
202412,서울특별시,중구,신장,심한 장애,173
202412,서울특별시,중구,심장,심한 장애,15
202412,서울특별시,중구,호흡기,심한 장애,29
202412,서울특별시,중구,간,심한 장애,2
202412,서울특별시,중구,안면,심한 장애,7
202412,서울특별시,중구,장루.요루,심한 장애,4
202412,서울특별시,중구,뇌전증,심한 장애,4
202412,서울특별시,중구,지체,심하지 않은 장애,1844
202412,서울특별시,중구,시각,심하지 않은 장애,465
202412,서울특별시,중구,청각,심하지 않은 장애,722
202412,서울특별시,중구,언어,심하지 않은 장애,11
202412,서울특별시,중구,뇌병변,심하지 않은 장애,257
202412,서울특별시,중구,정신,심하지 않은 장애,5
202412,서울특별시,중구,신장,심하지 않은 장애,67
202412,서울특별시,중구,심장,심하지 않은 장애,1
202412,서울특별시,중구,호흡기,심하지 않은 장애,1
202412,서울특별시,중구,간,심하지 않은 장애,37
202412,서울특별시,중구,안면,심하지 않은 장애,2
202412,서울특별시,중구,장루.요루,심하지 않은 장애,36
202412,서울특별시,중구,뇌전증,심하지 않은 장애,12
202412,서울특별시,용산구,지체,심한 장애,483
202412,서울특별시,용산구,시각,심한 장애,165
