통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202403,서울특별시,종로구,지체,심한 장애,434
202403,서울특별시,종로구,시각,심한 장애,178
202403,서울특별시,종로구,청각,심한 장애,182
202403,서울특별시,종로구,언어,심한 장애,21
202403,서울특별시,종로구,지적,심한 장애,382
202403,서울특별시,종로구,뇌병변,심한 장애,286
202403,서울특별시,종로구,자폐성,심한 장애,121
202403,서울특별시,종로구,정신,심한 장애,235
202403,서울특별시,종로구,신장,심한 장애,200
202403,서울특별시,종로구,심장,심한 장애,8
202403,서울특별시,종로구,호흡기,심한 장애,25
202403,서울특별시,종로구,간,심한 장애,2
202403,서울특별시,종로구,안면,심한 장애,4
202403,서울특별시,종로구,장루.요루,심한 장애,3
202403,서울특별시,종로구,뇌전증,심한 장애,5
202403,서울특별시,종로구,지체,심하지 않은 장애,1919
202403,서울특별시,종로구,시각,심하지 않은 장애,483
202403,서울특별시,종로구,청각,심하지 않은 장애,766
202403,서울특별시,종로구,언어,심하지 않은 장애,25
202403,서울특별시,종로구,뇌병변,심하지 않은 장애,249
202403,서울특별시,종로구,정신,심하지 않은 장애,4
202403,서울특별시,종로구,신장,심하지 않은 장애,66
202403,서울특별시,종로구,심장,심하지 않은 장애,6
202403,서울특별시,종로구,호흡기,심하지 않은 장애,1
202403,서울특별시,종로구,간,심하지 않은 장애,43
202403,서울특별시,종로구,안면,심하지 않은 장애,4
202403,서울특별시,종로구,장루.요루,심하지 않은 장애,33
202403,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202403,서울특별시,중구,지체,심한 장애,421
202403,서울특별시,중구,시각,심한 장애,171
202403,서울특별시,중구,청각,심한 장애,186
202403,서울특별시,중구,언어,심한 장애,18
202403,서울특별시,중구,지적,심한 장애,307
202403,서울특별시,중구,뇌병변,심한 장애,265
202403,서울특별시,중구,자폐성,심한 장애,88
202403,서울특별시,중구,정신,심한 장애,207
202403,서울특별시,중구,신장,심한 장애,178
202403,서울특별시,중구,심장,심한 장애,14
202403,서울특별시,중구,호흡기,심한 장애,31
202403,서울특별시,중구,간,심한 장애,2
202403,서울특별시,중구,안면,심한 장애,6
202403,서울특별시,중구,장루.요루,심한 장애,5
202403,서울특별시,중구,뇌전증,심한 장애,5
202403,서울특별시,중구,지체,심하지 않은 장애,1892
202403,서울특별시,중구,시각,심하지 않은 장애,475
202403,서울특별시,중구,청각,심하지 않은 장애,719
202403,서울특별시,중구,언어,심하지 않은 장애,11
202403,서울특별시,중구,뇌병변,심하지 않은 장애,255
202403,서울특별시,중구,정신,심하지 않은 장애,2
202403,서울특별시,중구,신장,심하지 않은 장애,68
202403,서울특별시,중구,심장,심하지 않은 장애,2
202403,서울특별시,중구,호흡기,심하지 않은 장애,1
202403,서울특별시,중구,간,심하지 않은 장애,34
202403,서울특별시,중구,안면,심하지 않은 장애,2
202403,서울특별시,중구,장루.요루,심하지 않은 장애,38
202403,서울특별시,중구,뇌전증,심하지 않은 장애,11
202403,서울특별시,용산구,지체,심한 장애,499
202403,서울특별시,용산구,시각,심한 장애,172
202403,서울특별시,용산구,청각,심한 장애,239
202403,서울특별시,용산구,언어,심한 장애,32
202403,서울특별시,용산구,지적,심한 장애,527
202403,서울특별시,용산구,뇌병변,심한 장애,347
202403,서울특별시,용산구,자폐성,심한 장애,149
202403,서울특별시,용산구,정신,심한 장애,247
202403,서울특별시,용산구,신장,심한 장애,266
202403,서울특별시,용산구,심장,심한 장애,11
202403,서울특별시,용산구,호흡기,심한 장애,48
202403,서울특별시,용산구,간,심한 장애,2
202403,서울특별시,용산구,안면,심한 장애,1
202403,서울특별시,용산구,장루.요루,심한 장애,5
202403,서울특별시,용산구,뇌전증,심한 장애,4
202403,서울특별시,용산구,지체,심하지 않은 장애,2388
202403,서울특별시,용산구,시각,심하지 않은 장애,684
202403,서울특별시,용산구,청각,심하지 않은 장애,930
202403,서울특별시,용산구,언어,심하지 않은 장애,19
202403,서울특별시,용산구,뇌병변,심하지 않은 장애,347
202403,서울특별시,용산구,정신,심하지 않은 장애,7
202403,서울특별시,용산구,신장,심하지 않은 장애,91
202403,서울특별시,용산구,심장,심하지 않은 장애,4
202403,서울특별시,용산구,호흡기,심하지 않은 장애,2
202403,서울특별시,용산구,간,심하지 않은 장애,65
202403,서울특별시,용산구,안면,심하지 않은 장애,2
202403,서울특별시,용산구,장루.요루,심하지 않은 장애,54
202403,서울특별시,용산구,뇌전증,심하지 않은 장애,13
202403,서울특별시,성동구,지체,심한 장애,762
202403,서울특별시,성동구,시각,심한 장애,185
202403,서울특별시,성동구,청각,심한 장애,314
202403,서울특별시,성동구,언어,심한 장애,38
202403,서울특별시,성동구,지적,심한 장애,701
202403,서울특별시,성동구,뇌병변,심한 장애,541
202403,서울특별시,성동구,자폐성,심한 장애,251
202403,서울특별시,성동구,정신,심한 장애,393
202403,서울특별시,성동구,신장,심한 장애,378
202403,서울특별시,성동구,심장,심한 장애,27
202403,서울특별시,성동구,호흡기,심한 장애,74
202403,서울특별시,성동구,간,심한 장애,2
202403,서울특별시,성동구,안면,심한 장애,5
202403,서울특별시,성동구,장루.요루,심한 장애,7
202403,서울특별시,성동구,뇌전증,심한 장애,10
202403,서울특별시,성동구,지체,심하지 않은 장애,3922
202403,서울특별시,성동구,시각,심하지 않은 장애,919
202403,서울특별시,성동구,청각,심하지 않은 장애,1468
202403,서울특별시,성동구,언어,심하지 않은 장애,46
202403,서울특별시,성동구,뇌병변,심하지 않은 장애,498
202403,서울특별시,성동구,정신,심하지 않은 장애,4
202403,서울특별시,성동구,신장,심하지 않은 장애,124
202403,서울특별시,성동구,심장,심하지 않은 장애,4
202403,서울특별시,성동구,호흡기,심하지 않은 장애,1
202403,서울특별시,성동구,간,심하지 않은 장애,87
202403,서울특별시,성동구,안면,심하지 않은 장애,5
202403,서울특별시,성동구,장루.요루,심하지 않은 장애,89
202403,서울특별시,성동구,뇌전증,심하지 않은 장애,30
202403,서울특별시,광진구,지체,심한 장애,881
202403,서울특별시,광진구,시각,심한 장애,229
202403,서울특별시,광진구,청각,심한 장애,324
202403,서울특별시,광진구,언어,심한 장애,46
202403,서울특별시,광진구,지적,심한 장애,828
202403,서울특별시,광진구,뇌병변,심한 장애,601
202403,서울특별시,광진구,자폐성,심한 장애,239
202403,서울특별시,광진구,정신,심한 장애,505
202403,서울특별시,광진구,신장,심한 장애,472
202403,서울특별시,광진구,심장,심한 장애,23
202403,서울특별시,광진구,호흡기,심한 장애,55
202403,서울특별시,광진구,간,심한 장애,3
202403,서울특별시,광진구,안면,심한 장애,6
202403,서울특별시,광진구,장루.요루,심한 장애,13
202403,서울특별시,광진구,뇌전증,심한 장애,12
202403,서울특별시,광진구,지체,심하지 않은 장애,4266
202403,서울특별시,광진구,시각,심하지 않은 장애,1059
202403,서울특별시,광진구,청각,심하지 않은 장애,1572
202403,서울특별시,광진구,언어,심하지 않은 장애,45
