통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202502,서울특별시,종로구,지체,심한 장애,426
202502,서울특별시,종로구,시각,심한 장애,169
202502,서울특별시,종로구,청각,심한 장애,181
202502,서울특별시,종로구,언어,심한 장애,18
202502,서울특별시,종로구,지적,심한 장애,382
202502,서울특별시,종로구,뇌병변,심한 장애,269
202502,서울특별시,종로구,자폐성,심한 장애,123
202502,서울특별시,종로구,정신,심한 장애,236
202502,서울특별시,종로구,신장,심한 장애,204
202502,서울특별시,종로구,심장,심한 장애,8
202502,서울특별시,종로구,호흡기,심한 장애,24
202502,서울특별시,종로구,간,심한 장애,1
202502,서울특별시,종로구,안면,심한 장애,4
202502,서울특별시,종로구,장루.요루,심한 장애,2
202502,서울특별시,종로구,뇌전증,심한 장애,4
202502,서울특별시,종로구,지체,심하지 않은 장애,1853
202502,서울특별시,종로구,시각,심하지 않은 장애,482
202502,서울특별시,종로구,청각,심하지 않은 장애,771
202502,서울특별시,종로구,언어,심하지 않은 장애,23
202502,서울특별시,종로구,뇌병변,심하지 않은 장애,249
202502,서울특별시,종로구,정신,심하지 않은 장애,7
202502,서울특별시,종로구,신장,심하지 않은 장애,68
202502,서울특별시,종로구,심장,심하지 않은 장애,5
202502,서울특별시,종로구,간,심하지 않은 장애,40
202502,서울특별시,종로구,안면,심하지 않은 장애,4
202502,서울특별시,종로구,장루.요루,심하지 않은 장애,34
202502,서울특별시,종로구,뇌전증,심하지 않은 장애,10
202502,서울특별시,중구,지체,심한 장애,398
202502,서울특별시,중구,시각,심한 장애,166
202502,서울특별시,중구,청각,심한 장애,178
202502,서울특별시,중구,언어,심한 장애,17
202502,서울특별시,중구,지적,심한 장애,295
202502,서울특별시,중구,뇌병변,심한 장애,247
202502,서울특별시,중구,자폐성,심한 장애,92
202502,서울특별시,중구,정신,심한 장애,203
202502,서울특별시,중구,신장,심한 장애,176
202502,서울특별시,중구,심장,심한 장애,14
202502,서울특별시,중구,호흡기,심한 장애,28
202502,서울특별시,중구,간,심한 장애,2
202502,서울특별시,중구,안면,심한 장애,6
202502,서울특별시,중구,장루.요루,심한 장애,5
202502,서울특별시,중구,뇌전증,심한 장애,4
202502,서울특별시,중구,지체,심하지 않은 장애,1824
202502,서울특별시,중구,시각,심하지 않은 장애,460
202502,서울특별시,중구,청각,심하지 않은 장애,715
202502,서울특별시,중구,언어,심하지 않은 장애,11
202502,서울특별시,중구,뇌병변,심하지 않은 장애,259
202502,서울특별시,중구,정신,심하지 않은 장애,5
202502,서울특별시,중구,신장,심하지 않은 장애,68
202502,서울특별시,중구,심장,심하지 않은 장애,1
202502,서울특별시,중구,호흡기,심하지 않은 장애,1
202502,서울특별시,중구,간,심하지 않은 장애,36
202502,서울특별시,중구,안면,심하지 않은 장애,2
202502,서울특별시,중구,장루.요루,심하지 않은 장애,33
202502,서울특별시,중구,뇌전증,심하지 않은 장애,12
202502,서울특별시,용산구,지체,심한 장애,476
202502,서울특별시,용산구,시각,심한 장애,162
202502,서울특별시,용산구,청각,심한 장애,215
202502,서울특별시,용산구,언어,심한 장애,33
202502,서울특별시,용산구,지적,심한 장애,514
202502,서울특별시,용산구,뇌병변,심한 장애,323
202502,서울특별시,용산구,자폐성,심한 장애,155
202502,서울특별시,용산구,정신,심한 장애,236
202502,서울특별시,용산구,신장,심한 장애,260
202502,서울특별시,용산구,심장,심한 장애,11
202502,서울특별시,용산구,호흡기,심한 장애,43
202502,서울특별시,용산구,간,심한 장애,4
202502,서울특별시,용산구,안면,심한 장애,2
202502,서울특별시,용산구,장루.요루,심한 장애,5
202502,서울특별시,용산구,뇌전증,심한 장애,5
202502,서울특별시,용산구,지체,심하지 않은 장애,2238
202502,서울특별시,용산구,시각,심하지 않은 장애,652
202502,서울특별시,용산구,청각,심하지 않은 장애,905
202502,서울특별시,용산구,언어,심하지 않은 장애,21
202502,서울특별시,용산구,뇌병변,심하지 않은 장애,342
202502,서울특별시,용산구,정신,심하지 않은 장애,10
202502,서울특별시,용산구,신장,심하지 않은 장애,95
202502,서울특별시,용산구,심장,심하지 않은 장애,3
202502,서울특별시,용산구,호흡기,심하지 않은 장애,2
202502,서울특별시,용산구,간,심하지 않은 장애,61
202502,서울특별시,용산구,안면,심하지 않은 장애,2
202502,서울특별시,용산구,장루.요루,심하지 않은 장애,56
202502,서울특별시,용산구,뇌전증,심하지 않은 장애,11
202502,서울특별시,성동구,지체,심한 장애,746
202502,서울특별시,성동구,시각,심한 장애,181
202502,서울특별시,성동구,청각,심한 장애,296
202502,서울특별시,성동구,언어,심한 장애,40
202502,서울특별시,성동구,지적,심한 장애,701
202502,서울특별시,성동구,뇌병변,심한 장애,525
202502,서울특별시,성동구,자폐성,심한 장애,274
202502,서울특별시,성동구,정신,심한 장애,387
202502,서울특별시,성동구,신장,심한 장애,384
202502,서울특별시,성동구,심장,심한 장애,25
202502,서울특별시,성동구,호흡기,심한 장애,66
202502,서울특별시,성동구,간,심한 장애,2
202502,서울특별시,성동구,안면,심한 장애,4
202502,서울특별시,성동구,장루.요루,심한 장애,7
202502,서울특별시,성동구,뇌전증,심한 장애,7
202502,서울특별시,성동구,지체,심하지 않은 장애,3772
202502,서울특별시,성동구,시각,심하지 않은 장애,905
202502,서울특별시,성동구,청각,심하지 않은 장애,1501
202502,서울특별시,성동구,언어,심하지 않은 장애,44
202502,서울특별시,성동구,뇌병변,심하지 않은 장애,496
202502,서울특별시,성동구,정신,심하지 않은 장애,8
202502,서울특별시,성동구,신장,심하지 않은 장애,122
202502,서울특별시,성동구,심장,심하지 않은 장애,4
202502,서울특별시,성동구,호흡기,심하지 않은 장애,1
202502,서울특별시,성동구,간,심하지 않은 장애,83
202502,서울특별시,성동구,안면,심하지 않은 장애,6
202502,서울특별시,성동구,장루.요루,심하지 않은 장애,85
202502,서울특별시,성동구,뇌전증,심하지 않은 장애,27
202502,서울특별시,광진구,지체,심한 장애,852
202502,서울특별시,광진구,시각,심한 장애,227
202502,서울특별시,광진구,청각,심한 장애,326
202502,서울특별시,광진구,언어,심한 장애,46
202502,서울특별시,광진구,지적,심한 장애,810
202502,서울특별시,광진구,뇌병변,심한 장애,558
202502,서울특별시,광진구,자폐성,심한 장애,244
202502,서울특별시,광진구,정신,심한 장애,481
202502,서울특별시,광진구,신장,심한 장애,478
202502,서울특별시,광진구,심장,심한 장애,23
202502,서울특별시,광진구,호흡기,심한 장애,50
202502,서울특별시,광진구,간,심한 장애,3
202502,서울특별시,광진구,안면,심한 장애,6
202502,서울특별시,광진구,장루.요루,심한 장애,11
202502,서울특별시,광진구,뇌전증,심한 장애,13
202502,서울특별시,광진구,지체,심하지 않은 장애,4191
202502,서울특별시,광진구,시각,심하지 않은 장애,1070
202502,서울특별시,광진구,청각,심하지 않은 장애,1654
202502,서울특별시,광진구,언어,심하지 않은 장애,45
202502,서울특별시,광진구,뇌병변,심하지 않은 장애,524
202502,서울특별시,광진구,정신,심하지 않은 장애,14
202502,서울특별시,광진구,신장,심하지 않은 장애,149
202502,서울특별시,광진구,심장,심하지 않은 장애,7
202502,서울특별시,광진구,호흡기,심하지 않은 장애,3
202502,서울특별시,광진구,간,심하지 않은 장애,68
202502,서울특별시,광진구,안면,심하지 않은 장애,5
202502,서울특별시,광진구,장루.요루,심하지 않은 장애,106
202502,서울특별시,광진구,뇌전증,심하지 않은 장애,31
202502,서울특별시,동대문구,지체,심한 장애,1123
202502,서울특별시,동대문구,시각,심한 장애,260
202502,서울특별시,동대문구,청각,심한 장애,416
202502,서울특별시,동대문구,언어,심한 장애,63
202502,서울특별시,동대문구,지적,심한 장애,938
202502,서울특별시,동대문구,뇌병변,심한 장애,759
202502,서울특별시,동대문구,자폐성,심한 장애,255
202502,서울특별시,동대문구,정신,심한 장애,591
202502,서울특별시,동대문구,신장,심한 장애,541
202502,서울특별시,동대문구,심장,심한 장애,23
202502,서울특별시,동대문구,호흡기,심한 장애,70
202502,서울특별시,동대문구,간,심한 장애,9
202502,서울특별시,동대문구,안면,심한 장애,4
202502,서울특별시,동대문구,장루.요루,심한 장애,10
202502,서울특별시,동대문구,뇌전증,심한 장애,10
202502,서울특별시,동대문구,지체,심하지 않은 장애,5454
202502,서울특별시,동대문구,시각,심하지 않은 장애,1200
202502,서울특별시,동대문구,청각,심하지 않은 장애,2160
202502,서울특별시,동대문구,언어,심하지 않은 장애,67
202502,서울특별시,동대문구,뇌병변,심하지 않은 장애,669
202502,서울특별시,동대문구,정신,심하지 않은 장애,29
202502,서울특별시,동대문구,신장,심하지 않은 장애,197
