통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202405,서울특별시,종로구,지체,심한 장애,430
202405,서울특별시,종로구,시각,심한 장애,180
202405,서울특별시,종로구,청각,심한 장애,185
202405,서울특별시,종로구,언어,심한 장애,20
202405,서울특별시,종로구,지적,심한 장애,380
202405,서울특별시,종로구,뇌병변,심한 장애,284
202405,서울특별시,종로구,자폐성,심한 장애,121
202405,서울특별시,종로구,정신,심한 장애,238
202405,서울특별시,종로구,신장,심한 장애,198
202405,서울특별시,종로구,심장,심한 장애,9
202405,서울특별시,종로구,호흡기,심한 장애,25
202405,서울특별시,종로구,간,심한 장애,2
202405,서울특별시,종로구,안면,심한 장애,4
202405,서울특별시,종로구,장루.요루,심한 장애,3
202405,서울특별시,종로구,뇌전증,심한 장애,5
202405,서울특별시,종로구,지체,심하지 않은 장애,1897
202405,서울특별시,종로구,시각,심하지 않은 장애,487
202405,서울특별시,종로구,청각,심하지 않은 장애,763
202405,서울특별시,종로구,언어,심하지 않은 장애,24
202405,서울특별시,종로구,뇌병변,심하지 않은 장애,247
202405,서울특별시,종로구,정신,심하지 않은 장애,7
202405,서울특별시,종로구,신장,심하지 않은 장애,71
202405,서울특별시,종로구,심장,심하지 않은 장애,6
202405,서울특별시,종로구,호흡기,심하지 않은 장애,1
202405,서울특별시,종로구,간,심하지 않은 장애,41
202405,서울특별시,종로구,안면,심하지 않은 장애,4
202405,서울특별시,종로구,장루.요루,심하지 않은 장애,34
202405,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202405,서울특별시,중구,지체,심한 장애,418
202405,서울특별시,중구,시각,심한 장애,171
202405,서울특별시,중구,청각,심한 장애,183
202405,서울특별시,중구,언어,심한 장애,18
202405,서울특별시,중구,지적,심한 장애,307
202405,서울특별시,중구,뇌병변,심한 장애,264
202405,서울특별시,중구,자폐성,심한 장애,87
202405,서울특별시,중구,정신,심한 장애,208
202405,서울특별시,중구,신장,심한 장애,175
202405,서울특별시,중구,심장,심한 장애,14
202405,서울특별시,중구,호흡기,심한 장애,29
202405,서울특별시,중구,간,심한 장애,1
202405,서울특별시,중구,안면,심한 장애,7
202405,서울특별시,중구,장루.요루,심한 장애,6
202405,서울특별시,중구,뇌전증,심한 장애,5
202405,서울특별시,중구,지체,심하지 않은 장애,1881
202405,서울특별시,중구,시각,심하지 않은 장애,478
202405,서울특별시,중구,청각,심하지 않은 장애,716
202405,서울특별시,중구,언어,심하지 않은 장애,11
202405,서울특별시,중구,뇌병변,심하지 않은 장애,258
202405,서울특별시,중구,정신,심하지 않은 장애,3
202405,서울특별시,중구,신장,심하지 않은 장애,69
202405,서울특별시,중구,심장,심하지 않은 장애,2
202405,서울특별시,중구,호흡기,심하지 않은 장애,1
202405,서울특별시,중구,간,심하지 않은 장애,34
202405,서울특별시,중구,안면,심하지 않은 장애,2
202405,서울특별시,중구,장루.요루,심하지 않은 장애,36
202405,서울특별시,중구,뇌전증,심하지 않은 장애,11
202405,서울특별시,용산구,지체,심한 장애,490
202405,서울특별시,용산구,시각,심한 장애,170
202405,서울특별시,용산구,청각,심한 장애,227
202405,서울특별시,용산구,언어,심한 장애,32
202405,서울특별시,용산구,지적,심한 장애,518
202405,서울특별시,용산구,뇌병변,심한 장애,342
202405,서울특별시,용산구,자폐성,심한 장애,149
202405,서울특별시,용산구,정신,심한 장애,242
202405,서울특별시,용산구,신장,심한 장애,263
202405,서울특별시,용산구,심장,심한 장애,11
202405,서울특별시,용산구,호흡기,심한 장애,48
202405,서울특별시,용산구,간,심한 장애,2
202405,서울특별시,용산구,안면,심한 장애,1
202405,서울특별시,용산구,장루.요루,심한 장애,5
202405,서울특별시,용산구,뇌전증,심한 장애,4
202405,서울특별시,용산구,지체,심하지 않은 장애,2308
202405,서울특별시,용산구,시각,심하지 않은 장애,668
202405,서울특별시,용산구,청각,심하지 않은 장애,907
202405,서울특별시,용산구,언어,심하지 않은 장애,19
202405,서울특별시,용산구,뇌병변,심하지 않은 장애,337
202405,서울특별시,용산구,정신,심하지 않은 장애,8
202405,서울특별시,용산구,신장,심하지 않은 장애,91
202405,서울특별시,용산구,심장,심하지 않은 장애,4
202405,서울특별시,용산구,호흡기,심하지 않은 장애,2
202405,서울특별시,용산구,간,심하지 않은 장애,62
202405,서울특별시,용산구,안면,심하지 않은 장애,2
