통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202505,서울특별시,종로구,지체,심한 장애,421
202505,서울특별시,종로구,시각,심한 장애,165
202505,서울특별시,종로구,청각,심한 장애,180
202505,서울특별시,종로구,언어,심한 장애,20
202505,서울특별시,종로구,지적,심한 장애,372
202505,서울특별시,종로구,뇌병변,심한 장애,270
202505,서울특별시,종로구,자폐성,심한 장애,129
202505,서울특별시,종로구,정신,심한 장애,229
202505,서울특별시,종로구,신장,심한 장애,207
202505,서울특별시,종로구,심장,심한 장애,8
202505,서울특별시,종로구,호흡기,심한 장애,24
202505,서울특별시,종로구,간,심한 장애,1
202505,서울특별시,종로구,안면,심한 장애,3
202505,서울특별시,종로구,장루.요루,심한 장애,2
202505,서울특별시,종로구,뇌전증,심한 장애,4
202505,서울특별시,종로구,지체,심하지 않은 장애,1849
202505,서울특별시,종로구,시각,심하지 않은 장애,479
202505,서울특별시,종로구,청각,심하지 않은 장애,771
202505,서울특별시,종로구,언어,심하지 않은 장애,23
202505,서울특별시,종로구,뇌병변,심하지 않은 장애,247
202505,서울특별시,종로구,정신,심하지 않은 장애,7
202505,서울특별시,종로구,신장,심하지 않은 장애,70
202505,서울특별시,종로구,심장,심하지 않은 장애,4
202505,서울특별시,종로구,간,심하지 않은 장애,38
202505,서울특별시,종로구,안면,심하지 않은 장애,4
202505,서울특별시,종로구,장루.요루,심하지 않은 장애,36
202505,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202505,서울특별시,중구,지체,심한 장애,390
202505,서울특별시,중구,시각,심한 장애,161
202505,서울특별시,중구,청각,심한 장애,176
202505,서울특별시,중구,언어,심한 장애,16
202505,서울특별시,중구,지적,심한 장애,293
202505,서울특별시,중구,뇌병변,심한 장애,239
202505,서울특별시,중구,자폐성,심한 장애,91
202505,서울특별시,중구,정신,심한 장애,201
202505,서울특별시,중구,신장,심한 장애,182
202505,서울특별시,중구,심장,심한 장애,14
202505,서울특별시,중구,호흡기,심한 장애,27
202505,서울특별시,중구,간,심한 장애,2
202505,서울특별시,중구,안면,심한 장애,6
202505,서울특별시,중구,장루.요루,심한 장애,5
202505,서울특별시,중구,뇌전증,심한 장애,4
202505,서울특별시,중구,지체,심하지 않은 장애,1797
202505,서울특별시,중구,시각,심하지 않은 장애,463
202505,서울특별시,중구,청각,심하지 않은 장애,709
202505,서울특별시,중구,언어,심하지 않은 장애,12
202505,서울특별시,중구,뇌병변,심하지 않은 장애,252
202505,서울특별시,중구,정신,심하지 않은 장애,5
202505,서울특별시,중구,신장,심하지 않은 장애,66
202505,서울특별시,중구,심장,심하지 않은 장애,1
