통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202410,서울특별시,종로구,지체,심한 장애,432
202410,서울특별시,종로구,시각,심한 장애,169
202410,서울특별시,종로구,청각,심한 장애,182
202410,서울특별시,종로구,언어,심한 장애,18
202410,서울특별시,종로구,지적,심한 장애,382
202410,서울특별시,종로구,뇌병변,심한 장애,284
202410,서울특별시,종로구,자폐성,심한 장애,121
202410,서울특별시,종로구,정신,심한 장애,244
202410,서울특별시,종로구,신장,심한 장애,198
202410,서울특별시,종로구,심장,심한 장애,9
202410,서울특별시,종로구,호흡기,심한 장애,26
202410,서울특별시,종로구,간,심한 장애,1
202410,서울특별시,종로구,안면,심한 장애,4
202410,서울특별시,종로구,장루.요루,심한 장애,2
202410,서울특별시,종로구,뇌전증,심한 장애,4
202410,서울특별시,종로구,지체,심하지 않은 장애,1877
202410,서울특별시,종로구,시각,심하지 않은 장애,484
202410,서울특별시,종로구,청각,심하지 않은 장애,759
202410,서울특별시,종로구,언어,심하지 않은 장애,23
202410,서울특별시,종로구,뇌병변,심하지 않은 장애,247
202410,서울특별시,종로구,정신,심하지 않은 장애,7
202410,서울특별시,종로구,신장,심하지 않은 장애,69
202410,서울특별시,종로구,심장,심하지 않은 장애,6
202410,서울특별시,종로구,간,심하지 않은 장애,39
202410,서울특별시,종로구,안면,심하지 않은 장애,4
202410,서울특별시,종로구,장루.요루,심하지 않은 장애,33
202410,서울특별시,종로구,뇌전증,심하지 않은 장애,10
202410,서울특별시,중구,지체,심한 장애,414
202410,서울특별시,중구,시각,심한 장애,172
202410,서울특별시,중구,청각,심한 장애,185
202410,서울특별시,중구,언어,심한 장애,18
202410,서울특별시,중구,지적,심한 장애,306
202410,서울특별시,중구,뇌병변,심한 장애,249
202410,서울특별시,중구,자폐성,심한 장애,89
202410,서울특별시,중구,정신,심한 장애,213
202410,서울특별시,중구,신장,심한 장애,177
202410,서울특별시,중구,심장,심한 장애,15
202410,서울특별시,중구,호흡기,심한 장애,30
202410,서울특별시,중구,간,심한 장애,1
202410,서울특별시,중구,안면,심한 장애,6
202410,서울특별시,중구,장루.요루,심한 장애,4
202410,서울특별시,중구,뇌전증,심한 장애,4
202410,서울특별시,중구,지체,심하지 않은 장애,1858
202410,서울특별시,중구,시각,심하지 않은 장애,467
