통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202408,서울특별시,종로구,지체,심한 장애,430
202408,서울특별시,종로구,시각,심한 장애,171
202408,서울특별시,종로구,청각,심한 장애,185
202408,서울특별시,종로구,언어,심한 장애,20
202408,서울특별시,종로구,지적,심한 장애,381
202408,서울특별시,종로구,뇌병변,심한 장애,284
202408,서울특별시,종로구,자폐성,심한 장애,121
202408,서울특별시,종로구,정신,심한 장애,235
202408,서울특별시,종로구,신장,심한 장애,200
202408,서울특별시,종로구,심장,심한 장애,8
202408,서울특별시,종로구,호흡기,심한 장애,25
202408,서울특별시,종로구,간,심한 장애,1
202408,서울특별시,종로구,안면,심한 장애,4
202408,서울특별시,종로구,장루.요루,심한 장애,2
202408,서울특별시,종로구,뇌전증,심한 장애,4
202408,서울특별시,종로구,지체,심하지 않은 장애,1874
202408,서울특별시,종로구,시각,심하지 않은 장애,485
202408,서울특별시,종로구,청각,심하지 않은 장애,764
202408,서울특별시,종로구,언어,심하지 않은 장애,23
202408,서울특별시,종로구,뇌병변,심하지 않은 장애,247
202408,서울특별시,종로구,정신,심하지 않은 장애,7
202408,서울특별시,종로구,신장,심하지 않은 장애,68
202408,서울특별시,종로구,심장,심하지 않은 장애,6
202408,서울특별시,종로구,호흡기,심하지 않은 장애,1
202408,서울특별시,종로구,간,심하지 않은 장애,42
202408,서울특별시,종로구,안면,심하지 않은 장애,4
202408,서울특별시,종로구,장루.요루,심하지 않은 장애,34
202408,서울특별시,종로구,뇌전증,심하지 않은 장애,9
202408,서울특별시,중구,지체,심한 장애,416
202408,서울특별시,중구,시각,심한 장애,169
202408,서울특별시,중구,청각,심한 장애,181
202408,서울특별시,중구,언어,심한 장애,17
202408,서울특별시,중구,지적,심한 장애,310
202408,서울특별시,중구,뇌병변,심한 장애,260
202408,서울특별시,중구,자폐성,심한 장애,88
202408,서울특별시,중구,정신,심한 장애,206
202408,서울특별시,중구,신장,심한 장애,173
202408,서울특별시,중구,심장,심한 장애,14
202408,서울특별시,중구,호흡기,심한 장애,30
202408,서울특별시,중구,간,심한 장애,1
202408,서울특별시,중구,안면,심한 장애,6
202408,서울특별시,중구,장루.요루,심한 장애,4
202408,서울특별시,중구,뇌전증,심한 장애,4
202408,서울특별시,중구,지체,심하지 않은 장애,1864
202408,서울특별시,중구,시각,심하지 않은 장애,470
202408,서울특별시,중구,청각,심하지 않은 장애,725
202408,서울특별시,중구,언어,심하지 않은 장애,11
202408,서울특별시,중구,뇌병변,심하지 않은 장애,263
202408,서울특별시,중구,정신,심하지 않은 장애,3
202408,서울특별시,중구,신장,심하지 않은 장애,71
202408,서울특별시,중구,심장,심하지 않은 장애,2
202408,서울특별시,중구,호흡기,심하지 않은 장애,1
202408,서울특별시,중구,간,심하지 않은 장애,34
202408,서울특별시,중구,안면,심하지 않은 장애,2
202408,서울특별시,중구,장루.요루,심하지 않은 장애,35
202408,서울특별시,중구,뇌전증,심하지 않은 장애,11
202408,서울특별시,용산구,지체,심한 장애,481
202408,서울특별시,용산구,시각,심한 장애,166
202408,서울특별시,용산구,청각,심한 장애,219
202408,서울특별시,용산구,언어,심한 장애,31
202408,서울특별시,용산구,지적,심한 장애,512
202408,서울특별시,용산구,뇌병변,심한 장애,339
202408,서울특별시,용산구,자폐성,심한 장애,145
202408,서울특별시,용산구,정신,심한 장애,248
202408,서울특별시,용산구,신장,심한 장애,258
202408,서울특별시,용산구,심장,심한 장애,11
202408,서울특별시,용산구,호흡기,심한 장애,47
202408,서울특별시,용산구,간,심한 장애,2
202408,서울특별시,용산구,안면,심한 장애,2
202408,서울특별시,용산구,장루.요루,심한 장애,6
202408,서울특별시,용산구,뇌전증,심한 장애,5
202408,서울특별시,용산구,지체,심하지 않은 장애,2270
202408,서울특별시,용산구,시각,심하지 않은 장애,671
202408,서울특별시,용산구,청각,심하지 않은 장애,909
202408,서울특별시,용산구,언어,심하지 않은 장애,20
202408,서울특별시,용산구,뇌병변,심하지 않은 장애,346
202408,서울특별시,용산구,정신,심하지 않은 장애,8
202408,서울특별시,용산구,신장,심하지 않은 장애,92
202408,서울특별시,용산구,심장,심하지 않은 장애,3
202408,서울특별시,용산구,호흡기,심하지 않은 장애,2
202408,서울특별시,용산구,간,심하지 않은 장애,63
202408,서울특별시,용산구,안면,심하지 않은 장애,2
202408,서울특별시,용산구,장루.요루,심하지 않은 장애,52
202408,서울특별시,용산구,뇌전증,심하지 않은 장애,12
202408,서울특별시,성동구,지체,심한 장애,757
202408,서울특별시,성동구,시각,심한 장애,182
202408,서울특별시,성동구,청각,심한 장애,305
202408,서울특별시,성동구,언어,심한 장애,40
202408,서울특별시,성동구,지적,심한 장애,700
202408,서울특별시,성동구,뇌병변,심한 장애,540
202408,서울특별시,성동구,자폐성,심한 장애,262
202408,서울특별시,성동구,정신,심한 장애,395
202408,서울특별시,성동구,신장,심한 장애,380
202408,서울특별시,성동구,심장,심한 장애,26
202408,서울특별시,성동구,호흡기,심한 장애,71
202408,서울특별시,성동구,간,심한 장애,2
202408,서울특별시,성동구,안면,심한 장애,5
202408,서울특별시,성동구,장루.요루,심한 장애,8
202408,서울특별시,성동구,뇌전증,심한 장애,7
202408,서울특별시,성동구,지체,심하지 않은 장애,3849
202408,서울특별시,성동구,시각,심하지 않은 장애,897
202408,서울특별시,성동구,청각,심하지 않은 장애,1478
202408,서울특별시,성동구,언어,심하지 않은 장애,49
202408,서울특별시,성동구,뇌병변,심하지 않은 장애,503
202408,서울특별시,성동구,정신,심하지 않은 장애,7
202408,서울특별시,성동구,신장,심하지 않은 장애,121
202408,서울특별시,성동구,심장,심하지 않은 장애,4
202408,서울특별시,성동구,호흡기,심하지 않은 장애,1
202408,서울특별시,성동구,간,심하지 않은 장애,87
202408,서울특별시,성동구,안면,심하지 않은 장애,5
202408,서울특별시,성동구,장루.요루,심하지 않은 장애,87
202408,서울특별시,성동구,뇌전증,심하지 않은 장애,30
202408,서울특별시,광진구,지체,심한 장애,870
202408,서울특별시,광진구,시각,심한 장애,230
202408,서울특별시,광진구,청각,심한 장애,327
202408,서울특별시,광진구,언어,심한 장애,45
202408,서울특별시,광진구,지적,심한 장애,824
202408,서울특별시,광진구,뇌병변,심한 장애,583
202408,서울특별시,광진구,자폐성,심한 장애,238
202408,서울특별시,광진구,정신,심한 장애,489
202408,서울특별시,광진구,신장,심한 장애,481
202408,서울특별시,광진구,심장,심한 장애,24
202408,서울특별시,광진구,호흡기,심한 장애,52
202408,서울특별시,광진구,간,심한 장애,3
202408,서울특별시,광진구,안면,심한 장애,7
202408,서울특별시,광진구,장루.요루,심한 장애,10
202408,서울특별시,광진구,뇌전증,심한 장애,13
202408,서울특별시,광진구,지체,심하지 않은 장애,4223
202408,서울특별시,광진구,시각,심하지 않은 장애,1064
202408,서울특별시,광진구,청각,심하지 않은 장애,1625
202408,서울특별시,광진구,언어,심하지 않은 장애,46
202408,서울특별시,광진구,뇌병변,심하지 않은 장애,522
202408,서울특별시,광진구,정신,심하지 않은 장애,11
202408,서울특별시,광진구,신장,심하지 않은 장애,147
202408,서울특별시,광진구,심장,심하지 않은 장애,6
202408,서울특별시,광진구,호흡기,심하지 않은 장애,3
202408,서울특별시,광진구,간,심하지 않은 장애,67
202408,서울특별시,광진구,안면,심하지 않은 장애,4
202408,서울특별시,광진구,장루.요루,심하지 않은 장애,109
202408,서울특별시,광진구,뇌전증,심하지 않은 장애,33
202408,서울특별시,동대문구,지체,심한 장애,1154
202408,서울특별시,동대문구,시각,심한 장애,271
202408,서울특별시,동대문구,청각,심한 장애,407
202408,서울특별시,동대문구,언어,심한 장애,63
202408,서울특별시,동대문구,지적,심한 장애,957
202408,서울특별시,동대문구,뇌병변,심한 장애,795
202408,서울특별시,동대문구,자폐성,심한 장애,240
202408,서울특별시,동대문구,정신,심한 장애,622
202408,서울특별시,동대문구,신장,심한 장애,545
202408,서울특별시,동대문구,심장,심한 장애,28
202408,서울특별시,동대문구,호흡기,심한 장애,71
202408,서울특별시,동대문구,간,심한 장애,8
202408,서울특별시,동대문구,안면,심한 장애,4
202408,서울특별시,동대문구,장루.요루,심한 장애,12
202408,서울특별시,동대문구,뇌전증,심한 장애,10
202408,서울특별시,동대문구,지체,심하지 않은 장애,5532
202408,서울특별시,동대문구,시각,심하지 않은 장애,1213
202408,서울특별시,동대문구,청각,심하지 않은 장애,2165
202408,서울특별시,동대문구,언어,심하지 않은 장애,70
202408,서울특별시,동대문구,뇌병변,심하지 않은 장애,661
202408,서울특별시,동대문구,정신,심하지 않은 장애,22
202408,서울특별시,동대문구,신장,심하지 않은 장애,191
202408,서울특별시,동대문구,심장,심하지 않은 장애,7
202408,서울특별시,동대문구,호흡기,심하지 않은 장애,2
202408,서울특별시,동대문구,간,심하지 않은 장애,111
202408,서울특별시,동대문구,안면,심하지 않은 장애,13
202408,서울특별시,동대문구,장루.요루,심하지 않은 장애,121
202408,서울특별시,동대문구,뇌전증,심하지 않은 장애,26
202408,서울특별시,중랑구,지체,심한 장애,1684
202408,서울특별시,중랑구,시각,심한 장애,401
202408,서울특별시,중랑구,청각,심한 장애,570
202408,서울특별시,중랑구,언어,심한 장애,99
202408,서울특별시,중랑구,지적,심한 장애,1380
202408,서울특별시,중랑구,뇌병변,심한 장애,1112
202408,서울특별시,중랑구,자폐성,심한 장애,316
202408,서울특별시,중랑구,정신,심한 장애,854
202408,서울특별시,중랑구,신장,심한 장애,795
202408,서울특별시,중랑구,심장,심한 장애,32
202408,서울특별시,중랑구,호흡기,심한 장애,130
202408,서울특별시,중랑구,간,심한 장애,9
202408,서울특별시,중랑구,안면,심한 장애,5
202408,서울특별시,중랑구,장루.요루,심한 장애,20
202408,서울특별시,중랑구,뇌전증,심한 장애,12
202408,서울특별시,중랑구,지체,심하지 않은 장애,7259
202408,서울특별시,중랑구,시각,심하지 않은 장애,1695
202408,서울특별시,중랑구,청각,심하지 않은 장애,2137
202408,서울특별시,중랑구,언어,심하지 않은 장애,80
202408,서울특별시,중랑구,뇌병변,심하지 않은 장애,898
202408,서울특별시,중랑구,정신,심하지 않은 장애,34
202408,서울특별시,중랑구,신장,심하지 않은 장애,219
